1667180488,-0.31,5.50,4.17,-67
1667180836,-0.31,5.44,4.16,-67
1667181184,-0.31,5.31,4.19,-69
1667181532,-0.37,5.25,4.16,-69
1667181881,-0.44,5.12,4.24,-69
1667182229,-0.56,5.00,4.22,-67
1667182582,-0.69,4.94,4.20,-66
1667182930,-0.62,4.81,4.16,-66
1667183278,-0.69,4.69,4.20,-66
1667183626,-0.75,4.62,4.14,-66
1667183974,-0.81,4.56,4.24,-66
1667184323,-0.81,4.44,4.14,-66
1667184671,-0.88,4.37,4.15,-66
1667185019,-1.00,4.31,4.12,-66
1667185372,-1.00,4.19,4.20,-66
1667185720,-1.06,4.12,4.13,-66
1667186068,-0.75,4.06,4.23,-66
1667186417,-1.06,4.00,4.22,-66
1667186765,-1.19,3.94,4.16,-66
1667187113,-1.19,3.87,4.16,-66
1667187461,-1.25,3.87,4.22,-66
1667187814,-1.25,3.81,4.18,-66
1667188162,-1.25,3.81,4.19,-66
1667188510,-1.25,3.75,4.23,-66
1667188859,-1.25,3.62,4.23,-66
1667189207,-1.31,3.62,4.14,-66
1667189555,-1.37,3.56,4.22,-67
1667189908,-1.37,3.50,4.17,-67
1667190256,-1.37,3.44,4.16,-66
1667190604,-1.31,3.44,4.15,-66
1667190953,-1.37,3.44,4.23,-66
1667191301,-1.31,3.44,4.18,-67
1667191649,-1.25,3.44,4.14,-66
1667191997,-1.19,3.44,4.18,-66
1667192346,-1.12,3.44,4.12,-66
1667192694,-1.12,3.37,4.22,-66
1667193046,-1.12,3.44,4.14,-66
1667193395,-1.12,3.44,4.18,-66
1667193743,-1.12,3.37,4.21,-66
1667194091,-1.12,3.37,4.22,-66
1667194439,-1.06,3.37,4.12,-66
1667194788,-1.06,3.31,4.24,-66
1667195136,-0.94,3.37,4.20,-66
1667195484,-0.88,3.37,4.13,-66
1667195832,-0.88,3.37,4.12,-67
1667196181,-0.94,3.37,4.20,-67
1667196529,-0.94,3.31,4.22,-67
1667196877,-1.00,3.37,4.24,-67
1667197225,-1.00,3.31,4.14,-67
1667197574,-0.94,3.31,4.12,-67
1667197922,-0.88,3.31,4.18,-67
1667198270,-0.88,3.31,4.16,-66
1667198618,-0.88,3.31,4.12,-67
1667198967,-0.88,3.31,4.18,-67
1667199315,-0.94,3.31,4.12,-67
1667199663,-0.94,3.25,4.24,-67
1667200012,-0.88,3.25,4.16,-67
1667200361,-0.75,3.31,4.12,-66
1667200713,-0.75,3.31,4.24,-67
1667201061,-0.75,3.31,4.22,-66
1667201410,-0.69,3.31,4.25,-67
1667201758,-0.69,3.37,4.13,-66
1667202106,-0.62,3.37,4.14,-66
1667202459,-0.50,3.44,4.19,-66
1667202807,-0.44,3.50,4.23,-66
1667203155,-0.37,3.56,4.17,-66
1667203512,-0.31,3.62,4.19,-66
1667203861,-0.31,3.75,4.17,-66
1667204209,-0.25,3.75,4.15,-66
1667204557,-0.13,3.87,4.14,-66
1667204910,0.13,3.87,4.22,-66
1667205273,0.25,3.94,4.22,-66
1667205630,0.31,4.06,4.22,-66
1667205978,0.44,4.06,4.14,-66
1667206331,0.50,4.00,4.24,-66
1667206679,0.56,4.00,4.19,-67
1667207036,0.56,4.06,4.18,-67
1667207394,0.56,4.00,4.14,-66
1667207742,0.56,4.06,4.18,-66
1667208099,0.31,3.94,4.14,-66
1667208452,1.12,4.12,4.14,-66
1667208800,1.87,4.31,4.17,-66
1667209148,2.44,4.56,4.18,-66
1667209497,2.56,4.75,4.19,-66
1667209845,2.62,4.87,4.14,-66
1667210202,2.25,4.94,4.19,-66
1667210550,1.94,4.87,4.15,-66
1667210898,2.62,4.94,4.24,-66
1667211247,3.00,5.12,4.16,-66
1667211595,3.44,5.25,4.15,-66
1667211943,3.00,5.31,4.20,-67
1667212300,3.12,5.37,4.13,-67
1667212653,3.00,5.37,4.14,-66
1667213010,2.31,5.25,4.20,-66
1667213362,1.75,5.06,4.20,-66
1667213711,1.37,4.94,4.16,-65
1667214059,1.62,4.87,4.12,-66
1667214407,2.75,5.00,4.23,-66
1667214755,3.62,5.31,4.15,-66
1667215104,4.12,5.50,4.20,-66
1667215452,4.50,5.81,4.17,-66
1667215800,4.56,6.00,4.14,-66
1667216148,4.75,6.19,4.15,-66
1667216497,5.00,6.31,4.16,-66
1667216848,5.31,6.56,4.21,-66
1667217201,5.56,6.75,4.13,-67
1667217555,5.87,6.94,4.14,-66
1667217904,6.31,7.25,4.14,-68
1667218252,6.69,7.56,4.12,-68
1667218600,6.94,7.81,4.22,-68
1667218949,6.75,7.94,4.23,-69
1667219297,7.06,8.25,4.16,-67
1667219645,6.56,8.38,4.14,-69
1667219993,5.69,8.19,4.14,-71
1667220342,6.56,8.88,4.20,-70
1667220690,7.56,9.75,4.16,-69
1667221038,7.94,10.19,4.15,-70
1667221386,6.94,9.63,4.18,-70
1667221735,6.62,9.56,4.18,-70
1667222087,6.44,9.44,4.22,-70
1667222440,6.75,9.63,4.15,-70
1667222788,7.00,9.81,4.15,-70
1667223136,7.25,10.19,4.13,-70
1667223493,7.75,10.50,4.15,-70
1667223846,8.38,10.81,4.20,-70
1667224199,9.38,11.44,4.13,-70
1667224547,10.13,12.13,4.23,-70
1667224895,12.19,13.94,4.16,-70
1667225243,12.63,14.63,4.16,-69
1667225592,14.75,13.75,4.14,-69
1667225940,13.06,13.75,4.23,-69
1667226292,14.25,16.25,4.13,-70
1667226642,15.13,17.81,4.18,-68
1667226994,16.00,18.87,4.23,-67
1667227342,16.31,19.50,4.25,-68
1667227691,15.00,17.81,4.23,-67
1667228043,15.56,16.62,4.21,-66
1667228396,15.75,15.88,4.19,-68
1667228753,15.38,16.31,4.20,-68
1667229101,16.06,18.00,4.22,-68
1667229449,16.69,18.81,4.25,-68
1667229802,14.19,17.19,4.22,-70
1667230159,12.69,15.75,4.19,-67
1667230529,12.44,15.06,4.16,-67
1667230882,12.69,14.88,4.14,-68
1667231230,13.13,15.31,4.14,-66
1667231578,13.50,15.56,4.15,-68
1667231927,13.31,15.50,4.14,-69
1667232275,13.94,15.94,4.16,-67
